,adult,genre_ids,id,original_language,original_title,overview,popularity,release_date,title,video,vote_average,vote_count
4266,False,"[35, 10402]",254470,en,Pitch Perfect 2,"The Bellas are back, and they are better than ever. After being humiliated in front of none other than the President of the United States of America, the Bellas are taken out of the Aca-Circuit. In order to clear their name, and regain their status, the Bellas take on a seemingly impossible task: winning an international competition no American team has ever won. In order to accomplish this monumental task, they need to strengthen the bonds of friendship and sisterhood and blow away the competition with their amazing aca-magic! With all new friends and old rivals tagging along for the trip, the Bellas can hopefully accomplish their dreams.",34.837,2015-05-07,Pitch Perfect 2,False,6.9,5023
4267,False,[18],235260,en,Son of God,"In the Holy Land, the Roman occupation has produced a cauldron of oppression, anxiety and excessive taxes levied upon the Jewish people. Fearing the wrath of Roman governor Pontius Pilate , Jewish high priest Caiaphas tries to keep control of his people. That control is threatened when Jesus arrives in Jerusalem, performing miracles and spreading messages of love and hope. Those who fear that Jesus will inspire a revolution decide that he must die.",19.261,2014-02-28,Son of God,False,6.9,270
4268,False,"[27, 35]",10779,en,The Frighteners,"Once an architect, Frank Bannister now passes himself off as an exorcist of evil spirits. To bolster his facade, he claims his ""special"" gift is the result of a car accident that killed his wife. But what he does not count on is more people dying in the small town where he lives. As he tries to piece together the supernatural mystery of these killings, he falls in love with the wife of one of the victims and deals with a crazy FBI agent.",19.185,1996-07-18,The Frighteners,False,6.9,1323
4269,False,"[10749, 36, 35]",1934,en,Shakespeare in Love,"Young Shakespeare is forced to stage his latest comedy, ""Romeo and Ethel, the Pirate's Daughter,"" before it's even written. When a lovely noblewoman auditions for a role, they fall into forbidden love -- and his play finds a new life (and title). As their relationship progresses, Shakespeare's comedy soon transforms into tragedy.",19.016,1998-12-11,Shakespeare in Love,False,6.9,2770
4270,False,"[18, 10749]",1921,en,Sweet November,"Nelson is a man devoted to his advertising career in San Francisco. One day, while taking a driving test at the DMV, he meets Sara. She is very different from the other women in his life. Nelson causes her to miss out on taking the test and later that day she tracks him down. One thing leads to another and Nelson ends up living with her through a November that will change his life forever.",13.94,2001-02-16,Sweet November,False,6.9,1164
4271,False,"[28, 14, 27, 35]",755566,en,Day Shift,An LA vampire hunter has a week to come up with the cash to pay for his kid's tuition and braces. Trying to make a living these days just might kill him.,45.39,2022-08-12,Day Shift,False,6.9,1606
4272,False,[18],393457,en,Fences,"In 1950s Pittsburgh, a frustrated African-American father struggles with the constraints of poverty, racism, and his own inner demons as he tries to raise a family.",20.452,2016-12-16,Fences,False,6.9,2406
4273,False,"[80, 18, 10749]",23954,en,Atlantic City,"In a corrupt city, a small-time gangster and the estranged wife of a pot dealer find themselves thrown together in an escapade of love, money, drugs and danger.",8.919,1980-09-03,Atlantic City,False,6.9,223
4274,False,"[12, 18, 28, 53, 10749]",5889,ja,あずみ,"In war-torn Japan, the Tokugawa Shogun, desperate to restore peace to his people, orders the assassination of the hostile warlords. A beautiful young woman is raised from birth with nine other orphans, to become an assassin. Her name is Azumi, the ultimate assassin.",11.321,2003-05-10,Azumi,False,6.9,285
4275,False,[18],1371,en,Rocky III,"Now the world champion, Rocky Balboa is living in luxury and only fighting opponents who pose no threat to him in the ring, until Clubber Lang challenges him to a bout. After taking a pounding from Lang, the humbled champ turns to former bitter rival Apollo Creed for a rematch with Lang.",38.235,1982-05-28,Rocky III,False,6.9,3637
4276,False,"[53, 27]",360784,en,Hidden,A family takes refuge in a fallout shelter to avoid a dangerous outbreak.,44.492,2015-09-15,Hidden,False,6.9,817
4277,False,"[18, 10749, 35]",55347,en,Beginners,"Oliver meets the irreverent and unpredictable Anna only months after his father Hal Fields has passed away. This new love floods Oliver with memories of his father, who, following the death of his wife of 44 years, came out of the closet at age 75 to live a full, energized, and wonderfully tumultuous gay life – which included a younger boyfriend.",11.321,2010-09-16,Beginners,False,6.9,929
4278,False,"[18, 27, 53]",34193,en,Magic,A ventriloquist is at the mercy of his vicious dummy while he tries to renew a romance with his high school sweetheart.,9.288,1978-11-08,Magic,False,6.9,217
4279,False,"[10752, 28, 18, 36]",484638,fr,L'Intervention,"February 1976. Somalian rebels hijack a school bus carrying 21 French children and their teacher in Djibouti City. When the terrorists drive it to a no-man’s-land on the border between Somalia and French territory, the French Government sends out a newly formed elite squad to rescue the hostages. Within a few hours, the highly trained team arrives to the crisis area, where the Somalian National Army has taken position behind the barbed wire on the border. The French unit is left with very few options to rescue the hostages. As the volatile situation unravels, the French men quickly come up with a daring plan: carry out a simultaneous 5 men sniper attack to get the children and the teacher out safely. A true story.",8.513,2019-01-30,15 Minutes of War,False,6.9,247
4280,False,"[18, 36, 35, 10751]",450322,en,The Man Who Invented Christmas,"In 1843, despite the fact that Dickens is a successful writer, the failure of his latest book puts his career at a crossroads, until the moment when, struggling with inspiration and confronting reality with his childhood memories, a new character is born in the depths of his troubled mind; an old, lonely, embittered man, so vivid, so human, that a whole world grows around him, a story so inspiring that changed the meaning of Christmas forever.",12.894,2017-10-12,The Man Who Invented Christmas,False,6.9,717
4281,False,"[28, 12, 35]",384018,en,Fast & Furious Presents: Hobbs & Shaw,"Ever since US Diplomatic Security Service Agent Hobbs and lawless outcast Shaw first faced off, they just have traded smack talk and body blows. But when cyber-genetically enhanced anarchist Brixton's ruthless actions threaten the future of humanity, they join forces to defeat him.",127.652,2019-08-01,Fast & Furious Presents: Hobbs & Shaw,False,6.9,6456
4282,False,"[53, 18]",127846,da,Kapringen,"Tensions are high after a Danish freighter is captured and held for ransom by Somali pirates, leading to weeks of high-stakes negotiations – and an escalating potential for explosive violence.",6.47,2012-02-29,A Hijacking,False,6.9,234
4283,False,"[27, 53, 9648]",82507,en,Sinister,"True-crime writer Ellison Oswald is in a slump; he hasn't had a best seller in more than 10 years and is becoming increasingly desperate for a hit. So, when he discovers the existence of a snuff film showing the deaths of a family, he vows to solve the mystery. He moves his own family into the victims' home and gets to work. However, when old film footage and other clues hint at the presence of a supernatural force, Ellison learns that living in the house may be fatal.",29.697,2012-03-29,Sinister,False,6.9,4888
4284,False,"[36, 18]",72976,en,Lincoln,"The revealing story of the 16th US President's tumultuous final months in office. In a nation divided by war and the strong winds of change, Lincoln pursues a course of action designed to end the war, unite the country and abolish slavery. With the moral courage and fierce determination to succeed, his choices during this critical moment will change the fate of generations to come.",15.643,2012-11-09,Lincoln,False,6.9,3450
4285,False,"[18, 53]",11087,en,The Hand that Rocks the Cradle,"A suburban family chooses seemingly sweet Peyton Flanders as their newborn's nanny. Only much later does the infant's mother, Claire Bartel, realize Peyton's true intentions -- to destroy Claire and replace her in the family. The nail-biting suspense builds quickly in this chilling psychological thriller about deception and bitter revenge.",15.493,1992-01-10,The Hand that Rocks the Cradle,False,6.9,784
4286,False,"[12, 18, 10749, 28]",9476,en,A Knight's Tale,"William Thatcher, a knight's peasant apprentice, gets a chance at glory when the knight dies suddenly mid-tournament. Posing as a knight himself, William won't stop until he's crowned tournament champion—assuming matters of the heart don't get in the way.",23.957,2001-05-11,A Knight's Tale,False,6.9,2739
4287,False,[35],240510,de,Stromberg - Der Film,"The celebration of the 50th anniversary of “Capitol-Insurance” is due – that's what the bosses thought. All employees are invited to join the party in a hotel. However, rumors say the company's not doing very well. To avoid unemployment due to the possible shutdown of the smaller branch office the only option is to move to the headquarters. Now that's the ultimate challange for Stromberg, who is notoriously trying to be the example of a department manager, gathering all of his employees behind him.",5.671,2014-02-20,Stromberg – The Movie,False,6.9,206
4288,False,"[28, 18, 80]",110410,cn,毒戰,A drug cartel boss is arrested in a raid and coerced into betraying his former accomplices as part of an undercover operation.,10.849,2012-11-15,Drug War,False,6.9,231
